CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5141439,09/29/2015 07:28:18 AM,10/07/2015 03:22:52 PM,10/07/2015 03:22:52 PM,Closed,"Case is a Duplicate - BID complaint no. 201572834 has been filed with DBI (415) 558-6570 on 10/06/2015.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"225 FREDERICK ST, SAN FRANCISCO, CA, 94117",5,Ashbury Heights,"(37.767027406726, -122.446858320548)",Voice In,
5143146,09/29/2015 12:43:54 PM,09/30/2015 05:29:24 AM,09/30/2015 05:29:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,sirens,Noise Report - sirens,Intersection of 3RD ST and FOLSOM ST,6,South of Market,"(37.7837848463638, -122.398930289358)",Voice In,
5143558,09/29/2015 02:10:55 PM,11/20/2015 04:09:08 PM,11/20/2015 04:09:08 PM,Closed,"Case Resolved - BID complaint no. 201580283 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Building Inspection Queue,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"229 JERSEY ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.750602706459, -122.43025453964)",Web Self Service,
5145034,09/29/2015 10:25:23 PM,09/30/2015 05:29:25 AM,09/30/2015 05:29:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,Not associated with a specific address,0,,,Web Self Service,
5145417,09/30/2015 07:57:23 AM,,09/30/2015 07:57:23 AM,Open,Open,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"368 CAPP ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760857753027, -122.418292902607)",Web Self Service,
5145702,09/30/2015 08:53:03 AM,10/08/2015 10:02:40 AM,10/08/2015 10:02:40 AM,Closed,"Case Transferred - Air, Noise & Radiation Program, DPH
 Jonathan Piakis, Industrial Hygienist
 415-252-3976",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"900 FOLSOM ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.779999957134, -122.403952084935)",Web Self Service,
5145985,09/30/2015 09:42:10 AM,,09/30/2015 09:42:10 AM,Open,Open,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,Not associated with a specific address,0,,,Web Self Service,
5145994,09/30/2015 09:44:17 AM,10/01/2015 05:29:37 AM,10/01/2015 05:29:37 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1325 ORTEGA ST, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.752167560794, -122.47789692602)",Web Self Service,
5146005,09/30/2015 09:45:14 AM,10/06/2015 01:00:23 PM,10/06/2015 01:00:23 PM,Closed,"Case Resolved - BID complaint no. 201572941 has been filed with DBI (415) 558-6570.  To view the status, please visit our websie at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1515 SLOAT BLVD, SAN FRANCISCO, CA, 94132",7,Lakeshore,"(37.733042953875, -122.489552805454)",Voice In,
5146652,09/30/2015 11:49:23 AM,10/01/2015 05:29:35 AM,10/01/2015 05:29:35 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1129 STANYAN ST, SAN FRANCISCO, CA, 94117",5,Parnassus Heights,"(37.76381123922, -122.452566003769)",Voice In,
5146873,09/30/2015 12:39:06 PM,10/09/2015 12:37:22 PM,10/09/2015 12:37:22 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of CASTRO ST and MARKET ST,8,Castro,"(37.7626708067676, -122.435188059501)",Voice In,
5147245,09/30/2015 01:57:53 PM,10/07/2015 02:22:21 PM,10/07/2015 02:22:21 PM,Closed,"Case Resolved -  BID complaint no. 201573231 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"530 BRANNAN ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.776060067977, -122.400180995933)",Voice In,
5149120,10/01/2015 08:39:08 AM,10/07/2015 04:13:50 PM,10/07/2015 04:13:50 PM,Closed,Case is Invalid - per notes - construction time within normal hours,311 Supervisor Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of 2ND ST and TEHAMA ST,6,South of Market,"(37.7863385950627, -122.397704566464)",Voice In,
5149438,10/01/2015 09:34:09 AM,10/07/2015 06:14:43 AM,10/07/2015 06:14:43 AM,Closed,Case Resolved - email sent,311 Supervisor Queue,Noise Report,construction_public,Noise Report - construction_public,Not associated with a specific address,0,,,Web Self Service,
5149586,10/01/2015 10:02:14 AM,10/08/2015 10:14:50 AM,10/08/2015 10:14:50 AM,Closed,"Case Transferred - Air,Noise & Radiation Program, DPH
 Jonathan PIakis, Industrial Hygienist
 415-252-3911",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"1065 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.787934559973, -122.417744862184)",Web Self Service,
5149939,10/01/2015 11:16:50 AM,10/08/2015 10:16:01 AM,10/08/2015 10:16:01 AM,Closed,Case is a Duplicate - same as Service Request #5149586,DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"1065 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.787934559973, -122.417744862184)",Web Self Service,
5150481,10/01/2015 01:07:08 PM,10/02/2015 05:28:41 AM,10/02/2015 05:28:41 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of 3RD AVE and HUGO ST,5,Inner Sunset,"(37.765256868855, -122.459952941855)",Voice In,
5150855,10/01/2015 02:26:00 PM,10/08/2015 10:20:22 AM,10/08/2015 10:20:22 AM,Closed,"Case Transferred - Air,Noise & Radiation Program, DPH
 Jnathan Piakis, Indusrial Hygienist
 415-252-3911",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"1065 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.787934559973, -122.417744862184)",Web Self Service,
5150864,10/01/2015 02:28:08 PM,10/14/2015 01:51:42 PM,10/14/2015 01:51:42 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5151181,10/01/2015 03:26:21 PM,10/02/2015 05:28:41 AM,10/02/2015 05:28:41 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,vehicle_car_alarm,Noise Report - vehicle_car_alarm,Not associated with a specific address,0,,,Voice In,
5151194,10/01/2015 03:30:32 PM,10/05/2015 08:36:25 AM,10/05/2015 08:36:25 AM,Closed,"Case Resolved - BID complaint no. 201572584 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1954 43RD AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.750215078056, -122.501828565301)",Voice In,
5151851,10/01/2015 07:00:45 PM,10/06/2015 01:59:11 PM,10/06/2015 01:59:11 PM,Closed,"Case Resolved - BID complaint no. 201572973 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1601 LARKIN ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.792813412485, -122.419584385513)",Voice In,
5151965,10/01/2015 08:47:29 PM,10/06/2015 02:12:40 PM,10/06/2015 02:12:40 PM,Closed,"Case Resolved - BID complaint no. 201572982 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"2539 CLAY ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79050153926, -122.434858908657)",Web Self Service,
5152085,10/01/2015 10:17:59 PM,10/09/2015 12:00:00 PM,10/09/2015 12:00:00 PM,Closed,Case Completed - resolved: duplicate rfa see rfa #21220429 - duplicate rfa see rfa #21220429,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"945 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.775548024655, -122.418573386223)",Voice In,
5152117,10/01/2015 10:50:29 PM,10/05/2015 12:00:00 PM,10/05/2015 12:00:00 PM,Closed,Case Completed - resolved: 10/5/15 No condition found. loud noise at the time reported. is a SFPD issue. GS -,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"654 CLEMENT ST, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.783011245729, -122.466396644698)",Voice In,
5152158,10/02/2015 12:05:15 AM,10/03/2015 05:28:56 AM,10/03/2015 05:28:56 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5152170,10/02/2015 12:08:44 AM,10/03/2015 05:28:55 AM,10/03/2015 05:28:55 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of ALEMANY BLVD and FARRAGUT AVE,11,Outer Mission,"(37.7120555828228, -122.451954861971)",Voice In,
5152201,10/02/2015 01:26:12 AM,10/03/2015 05:28:56 AM,10/03/2015 05:28:56 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2036 LOMBARD ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.800061900145, -122.435532272959)",Web Self Service,
5152325,10/02/2015 05:05:12 AM,11/25/2015 10:45:31 AM,11/25/2015 10:45:31 AM,Closed,Case Resolved -,311 Supervisor Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1139 GILMAN AVE, SAN FRANCISCO, CA, 94124",10,Bret Harte,"(37.719608546298, -122.390868450616)",Voice In,
5152390,10/02/2015 06:07:40 AM,10/03/2015 05:28:56 AM,10/03/2015 05:28:56 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,vehicle_repair,Noise Report - vehicle_repair,"33 HOFF ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764423735708, -122.420274501399)",Web Self Service,
5152485,10/02/2015 07:11:57 AM,10/15/2015 04:36:05 PM,10/15/2015 04:36:05 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of PRESIDIO AVE and GEARY BLVD,2,Anza Vista,"(37.7824879377749, -122.445820390699)",Voice In,
5152810,10/02/2015 08:53:55 AM,11/20/2015 07:26:49 PM,11/20/2015 07:26:49 PM,Closed,Case is Invalid -,311 Supervisor Queue,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,Not associated with a specific address,0,,,Web Self Service,
5153368,10/02/2015 11:15:39 AM,10/14/2015 03:44:01 PM,10/14/2015 03:44:01 PM,Closed,"Case Transferred - Environmental Health- DPH 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,Not associated with a specific address,0,,,Web Self Service,
5154254,10/02/2015 01:56:56 PM,10/03/2015 05:28:57 AM,10/03/2015 05:28:57 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5154513,10/02/2015 02:48:14 PM,10/03/2015 05:28:57 AM,10/03/2015 05:28:57 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2571 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755938093333, -122.418613493089)",Web Self Service,
5154520,10/02/2015 02:49:45 PM,10/03/2015 05:28:57 AM,10/03/2015 05:28:57 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2571 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755938093333, -122.418613493089)",Web Self Service,
5154526,10/02/2015 02:51:02 PM,10/03/2015 05:28:57 AM,10/03/2015 05:28:57 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2571 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755938093333, -122.418613493089)",Web Self Service,
5154552,10/02/2015 02:57:21 PM,10/03/2015 05:28:57 AM,10/03/2015 05:28:57 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2571 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755938093333, -122.418613493089)",Voice In,
5154809,10/02/2015 03:52:32 PM,10/03/2015 11:44:06 AM,10/03/2015 11:44:06 AM,Closed,Case is a Duplicate - Park patrol supervisor has been advised.,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Noise,"Mission Dolores Park, , SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.759755182, -122.4270932)",Voice In,
5155354,10/02/2015 07:09:49 PM,10/05/2015 11:20:33 AM,10/05/2015 11:20:33 AM,Closed,Case Resolved - Per RPD Permit Dept. manager:  We sent monitors to check the sound levels. They do alternate which speakers are one.,RPD Permits Queue,Rec and Park Requests,Park - Park_Patrol,Noise,"GGP Lindley Meadow, , SAN FRANCISCO, CA, 94122",1,Golden Gate Park,"(37.770640438, -122.4905368)",Voice In,
5155691,10/03/2015 01:50:03 AM,10/05/2015 09:13:05 AM,10/05/2015 09:13:05 AM,Closed,Case Transferred - SFMTA Tom Folks 701-4688,DPT - Other - G,Noise Report,traffic,Noise Report - traffic,"218 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",7,Sunnyside,"(37.731732178206, -122.440221450489)",Voice In,
5155733,10/03/2015 04:03:05 AM,10/16/2015 01:16:37 PM,10/16/2015 01:16:37 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of 42ND AVE and GEARY BLVD,1,Outer Richmond,"(37.7792573211821, -122.502946481661)",Voice In,
5155735,10/03/2015 04:09:26 AM,10/16/2015 01:15:45 PM,10/16/2015 01:15:45 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of 42ND AVE and GEARY BLVD,1,Outer Richmond,"(37.7792573211821, -122.502946481661)",Voice In,
5155759,10/03/2015 06:10:38 AM,10/05/2015 07:34:07 AM,10/05/2015 07:34:07 AM,Closed,"Case is Invalid - Private Property - We have all experienced conflicts in our communities, from problems with neighbors or landlords, tenants or families that cause us stress and can even escalate. Mediation is a way to solve our problems together with the help of trained, neutral mediators who help everyone be heard and come up with mutually satisfying solutions. Community Board - 415-920-3820",311 Supervisor Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,Not associated with a specific address,0,,,Voice In,
5157644,10/03/2015 07:30:55 AM,10/03/2015 07:35:37 AM,10/03/2015 07:35:37 AM,Closed,,311 Cancelled Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Intersection of 19TH ST and GUERRERO ST,8,Mission Dolores,"(37.7599673117617, -122.423641204907)",Voice In,
5157629,10/03/2015 07:24:06 PM,10/04/2015 05:29:06 AM,10/04/2015 05:29:06 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,vehicle_car_alarm,Noise Report - vehicle_car_alarm,Intersection of 19TH ST and GUERRERO ST,8,Mission Dolores,"(37.7599673117617, -122.423641204907)",Voice In,
5157841,10/03/2015 10:08:42 PM,10/08/2015 12:00:00 PM,10/08/2015 12:00:00 PM,Closed,Case Completed - resolved: Leak repair. Bell hole with temp hot patch pending AC restoration. -,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of DUNCAN ST and DOLORES ST,8,Noe Valley,"(37.7462414137136, -122.424602819244)",Voice In,
